id,sentiment
"12311_10",1.0
"8348_2",0.0
"5828_4",0.529392826785
"7186_2",0.645893788937
"12128_7",0.913667263697
"2913_8",0.598722243223
"4396_1",0.0
"395_2",0.462495002718
"10616_1",0.0
"9074_9",0.428699609475
"9252_3",0.0
"9896_9",0.540620730865
"574_4",0.547007633581
"11182_8",0.598649606793
"11656_4",0.483590351151
"2322_4",0.669093216848
"8703_1",0.1058095212
"7483_1",0.151208107772
"6007_10",0.976713109906
"12424_4",0.0
"4672_1",0.0
"10841_3",0.0476756135931
"8954_7",0.539047076385
"7392_1",0.0
"10288_8",0.824526991523
"5343_4",0.0673383104044
"4950_1",0.0
"9257_4",0.629840366705
"8689_3",0.175455604426
"4480_2",0.173722793867
"9286_10",0.957910095584
"12245_10",1.0
"7529_7",0.652861093963
"4_4",0.253692821022
"5299_2",0.0
"12077_8",0.833082155051
"10701_2",0.0
"11579_1",0.0
"10993_1",0.216373987221
"8913_1",0.258629691315
"1350_3",0.0553904000935
"3804_2",0.0
"5025_3",0.48314228198
"5170_8",0.456111939015
"8225_8",0.884273613489
"6427_7",0.909392362153
"3165_3",0.490951242544
"7902_9",1.0
"8208_3",0.0
"3577_8",0.641520912138
"4865_1",0.0
"9063_3",0.429636471222
"1106_1",0.572691267452
"1117_9",0.936389845549
"1050_4",0.349460503559
"10755_9",0.548386913201
"2729_8",0.669411537039
"10072_10",1.0
"2904_7",0.951388001776
"4584_2",0.595645048197
"189_4",0.466723769202
"6302_4",0.354260082802
"8138_9",0.783443670228
"1262_1",0.122942888739
"2199_10",1.0
"6551_7",0.623720542833
"8082_7",0.403137948667
"4897_8",0.992940880131
"7360_1",0.0
"11012_10",0.911892161359
"12046_1",0.320192619356
"2331_2",0.67858232968
"8961_9",1.0
"751_7",0.531905663684
"9884_10",0.864304861851
"10016_8",0.879130779746
"8023_10",0.916299237961
"2628_1",0.0
"5832_1",0.0
"7302_1",0.085425686024
"4501_3",0.354349622051
"1121_7",0.662251883666
"8334_3",0.563775548589
"9789_10",0.424878227497
"4230_10",0.890822810164
"824_4",0.146427118207
"6803_9",0.552057930001
"3086_7",0.892117961491
"1135_8",0.96580586598
"10136_1",0.0
"11129_3",0.0
"2072_8",0.71500522846
"9501_7",0.91921331966
"319_10",1.0
"1693_7",0.953106925099
"10886_1",0.0
"9406_8",0.752146220357
"10376_10",0.334070332804
"9902_1",0.0
"9938_8",0.326773317924
"7080_9",0.46779990784
"11944_8",0.716809038629
"5249_1",0.0
"9599_2",0.366194171721
"9620_1",0.117785002997
"11244_1",0.0
"6841_10",1.0
"10050_4",0.595167012001
"10512_9",0.738854007785
"11327_3",0.0
"10681_8",0.796086765913
"808_3",0.290935170942
"546_7",1.0
"10765_1",0.0
"7189_9",0.864892187499
"6005_9",0.986523715804
"11915_9",0.876815142339
"5740_10",0.931959886603
"7097_10",0.351024842552
"9573_10",0.660976956772
"5084_4",0.523845701152
"12332_7",0.573151757017
"8154_1",0.000420560074885
"5610_1",0.256445890006
"5323_9",0.818275664644
"11034_8",0.771871744991
"3977_2",0.14150769408
"12380_7",0.49261081421
"1737_8",0.676873930855
"6030_9",0.785719323067
"5918_7",0.778101216149
"7061_9",0.592823419269
"266_8",1.0
"1375_10",1.0
"8648_3",0.0
"10146_10",1.0
"4578_10",1.0
"4685_8",0.926400009413
"11843_9",0.689234710943
"5467_10",1.0
"10140_10",0.758186401931
"7721_8",0.889611601606
"11208_10",0.374570576981
"1063_10",0.890653769875
"8260_10",0.703386994237
"3182_9",0.974960054924
"2797_8",0.753535894273
"7613_2",0.76257861117
"11624_4",0.0
"4847_10",0.862482174184
"10684_7",0.539549389483
"6312_1",0.308723072415
"4925_3",0.0
"4125_1",0.0
"2394_10",1.0
"12105_10",0.701413084162
"7812_1",0.0
"1061_8",1.0
"9343_3",0.540956007477
"7696_10",1.0
"9355_10",1.0
"782_9",1.0
"9882_10",1.0
"10642_10",0.828676771652
"7410_2",0.0
"9591_4",0.0
"11902_3",0.309770295509
"3495_7",0.206831205673
"6733_1",0.0
"4552_1",0.0
"6722_1",0.0919294082674
"188_10",0.907563794456
"5099_10",0.805763569882
"10313_1",0.0643756503938
"6756_9",0.653235421484
"6622_2",0.0
"4807_10",1.0
"7173_3",0.208989455898
"11321_8",0.747940279126
"7909_9",0.447700550727
"8012_7",0.169899053844
"8615_4",0.0
"8117_10",0.948872410685
"1892_10",0.845024053035
"4617_1",0.39331486369
"1893_8",0.990354555678
"5435_1",0.0
"162_3",0.0
"6516_10",1.0
"11588_7",0.799321076658
"2006_1",0.0350604913311
"1594_4",0.373247467114
"1472_1",0.0
"3647_1",0.334981945194
"174_7",0.821071366878
"5539_7",0.0
"3384_10",1.0
"3811_4",0.341074017155
"4079_8",0.347317235355
"1179_7",0.826190606682
"3069_9",1.0
"3769_8",0.872288845375
"9247_10",0.704767602479
"10434_1",0.0
"1147_10",1.0
"5344_7",0.796883152109
"8073_10",0.883436351063
"7833_3",0.0
"8370_1",0.0
"9007_8",0.401051950726
"6624_7",0.303919608641
"6683_3",0.187172930218
"12275_7",0.423510775705
"11927_8",0.967991201137
"1560_10",1.0
"1325_9",0.502295653547
"3548_8",0.360570955998
"607_1",0.0
"6702_7",0.619762318233
"5702_3",0.0
"11345_8",0.937357100231
"3428_4",0.365894887425
"7209_9",1.0
"8425_8",0.944944590667
"3087_1",0.0395945889024
"1119_8",0.422409528608
"5715_3",0.464797219041
"8645_1",0.0
"2149_3",0.0
"10403_10",0.767911907388
"5628_1",0.0615672396559
"5570_10",1.0
"1613_3",0.0562819915784
"1454_4",0.8140542289
"5094_3",0.155501512817
"7982_1",0.130019475556
"6894_2",0.738299239787
"6554_1",0.261143078172
"4721_3",0.347646588795
"6904_4",0.0502332011355
"893_8",1.0
"4605_4",0.494798688453
"11516_7",0.489299626001
"11718_7",1.0
"5956_1",0.0
"7455_9",0.6244286009
"6396_4",0.826969784396
"1223_8",0.973674581874
"8556_1",0.240236695179
"6108_8",0.678054085203
"11690_1",0.0
"3778_9",0.533473943821
"3627_4",0.331918570593
"8256_4",0.157626924793
"533_1",0.102111663143
"5235_4",0.0
"621_2",0.227898211476
"5365_1",0.318606353273
"8180_3",0.524778531266
"7396_7",0.476002782735
"9776_10",1.0
"8175_10",0.973212241606
"3128_1",0.0224429043988
"4606_1",0.244465366357
"6158_2",0.0
"3281_10",0.570258240263
"4723_4",0.109018063486
"11994_3",0.304025953588
"7701_1",0.0
"103_3",0.451028926124
"8908_10",1.0
"8876_1",0.0
"7519_9",0.850909719628
"12456_8",0.626308826445
"9514_8",0.697619127239
"8680_8",0.530707299514
"12402_10",0.753767951295
"362_2",0.183045208466
"9825_7",0.901790041988
"2913_3",0.592704767075
"7164_8",0.960640070183
"11177_7",0.488480738562
"5707_10",1.0
"8103_10",0.842481527284
"6289_1",0.0
"11754_1",0.343374904457
"11640_10",0.655090740918
"9933_7",0.559106043965
"185_10",0.827544031318
"242_10",1.0
"9369_8",0.85332640096
"7453_10",0.894432519244
"7514_7",0.331775362063
"10860_2",0.0
"8663_8",0.898036272949
"9108_1",0.0752300755371
"7941_1",0.0297484777051
"10116_1",0.0
"9841_4",0.278603755052
"4512_9",0.958960123284
"4853_2",0.359642935822
"2664_4",0.441288007019
"9966_10",0.864425242005
"5167_2",0.115939361194
"3894_2",0.0
"3929_8",0.779888033532
"7165_10",0.800626399894
"5451_8",0.713117819386
"2947_4",0.482900235264
"4611_10",0.904108224004
"5807_1",0.352507525282
"9464_8",0.922713461774
"3124_10",0.637021039677
"2705_4",0.929386980161
"12187_8",1.0
"12319_10",0.867733616533
"9874_3",0.222147640806
"3406_4",0.329270670308
"2327_10",1.0
"605_10",1.0
"8080_4",0.381721685235
"3074_10",1.0
"2499_3",0.113128629167
"1013_1",0.479167403284
"11535_1",0.0
"4118_7",0.587426551106
"10492_8",0.811578434202
"2129_4",0.346434133481
"9814_10",0.363365739763
"10671_9",0.506638842761
"5980_10",1.0
"2755_2",0.489059232264
"5461_2",0.431483465737
"11979_1",0.121339338516
"8810_1",0.0
"852_7",0.770716806536
"10961_4",0.0173760680966
"7436_4",0.408888561343
"11281_3",0.448101682601
"4208_3",0.281787547166
"8213_10",0.551125483437
"9851_2",0.350792431593
"4713_7",0.725683368172
"9528_1",0.916249396654
"3595_10",1.0
"5785_3",0.430376921212
"10370_3",0.0
"1980_3",0.546227050885
"8800_4",0.304190221185
"4437_3",0.270550009118
"28_3",0.437107633957
"12171_1",0.625340471812
"9359_3",0.320022055509
"3831_9",1.0
"10962_7",1.0
"1500_9",0.615397725568
"11470_10",1.0
"11843_3",0.291838225065
"11200_4",0.509848347935
"1067_1",0.0
"3333_1",0.0
"4487_4",0.676390730146
"6428_1",0.0
"575_7",0.04031906955
"10904_9",0.843294125386
"11821_2",0.468504983095
"11605_1",0.0
"1111_7",0.772875995843
"10295_1",0.524852198747
"1146_4",0.0
"2405_9",0.450909922263
"11081_10",0.887343570995
"2201_10",1.0
"4844_1",0.0
"11007_8",0.962366097967
"6535_7",0.637310935392
"2653_4",0.0
"8245_10",0.868045543377
"9951_8",0.884848655831
"6133_8",0.313482342945
"10006_2",0.0
"7350_1",0.358654257855
"4509_9",1.0
"948_1",0.0
"3987_1",0.281323721076
"2947_10",0.321664367701
"6041_3",0.0
"2946_1",0.138357562125
"11967_4",0.0
"1185_10",1.0
"10323_2",0.614017492776
"11706_2",0.0
"3663_1",0.0
"5602_10",1.0
"4870_10",0.649517544678
"1994_1",0.0
"10807_7",0.781008656086
"6871_3",0.711982732274
"1175_2",0.0832941284809
"10919_7",1.0
"8127_10",0.725884629172
"12497_4",0.33788554889
"3274_1",0.387933258552
"2568_3",0.0
"840_2",0.310076650958
"5626_10",1.0
"7561_10",1.0
"4600_3",0.381688930341
"3324_9",0.632776451837
"8899_7",0.751779706357
"5592_8",0.616848507266
"12483_4",0.0
"7874_1",0.0
"5878_10",1.0
"4303_9",0.49778757953
"9421_1",0.203388767458
"10269_4",0.384958453841
"10615_2",0.276168613694
"2634_10",0.932196486959
"7522_1",0.0
"9289_10",0.640162290076
"4636_10",0.497986009552
"1241_7",0.275142251731
"9458_9",0.894704061305
"11690_10",1.0
"7176_4",0.618809928256
"6212_10",0.92407347346
"6319_1",0.0
"5229_3",0.379778904449
"466_9",1.0
"8693_2",0.307393320841
"2952_10",0.862621922404
"1128_1",0.0
"3975_10",0.608153584878
"11365_10",0.731175444892
"2074_9",1.0
"9768_10",1.0
"4895_1",0.0
"5726_10",1.0
"9993_10",1.0
"11319_2",0.53387978554
"10561_2",0.240793329992
"5455_8",0.991840964184
"10684_3",0.0545489023777
"3652_3",0.173197654105
"7825_1",0.197225540894
"8806_1",0.250808262593
"275_10",0.995117665565
"2246_1",0.0464296408199
"11968_2",0.0
"2528_1",0.51946693123
"8491_8",0.62290968459
"13_1",0.721207843024
"4530_8",0.684818417455
"5207_3",0.0
"11648_10",0.956111476978
"8260_1",0.252772550273
"10730_10",0.728952050109
"10402_3",0.481683570314
"8077_1",0.0
"8598_8",0.914394298062
"2809_3",0.0
"12490_10",0.872484019595
"1447_9",0.967062878995
"1605_3",0.484252178223
"2311_4",0.0
"3235_9",0.749325047288
"5725_10",0.63795815699
"9025_10",0.951092594996
"6049_9",0.76497561672
"4803_10",1.0
"191_9",1.0
"420_3",0.551716920315
"5238_2",0.0
"1280_9",1.0
"9408_4",0.126268558378
"819_1",0.0
"1656_4",0.062337685848
"9964_3",0.270463645472
"10404_4",0.397673379863
"12369_10",0.658106345365
"6423_1",0.0812266303338
"9942_8",0.475249562803
"1519_1",0.196964236829
"100_10",0.978446500157
"3216_10",0.897390741688
"3909_10",0.785123341401
"5034_7",1.0
"14_8",0.926031400432
"5891_3",0.0
"8496_10",1.0
"7429_1",0.0
"9457_1",0.0
"9602_8",0.863922748125
"4198_1",0.0158537837046
"154_2",0.331901725185
"5070_2",0.0489385570661
"4207_8",0.8029959771
"7758_8",0.900165645576
"4439_9",0.810731574207
"12042_1",0.0
"7244_1",0.0
"6854_1",0.295948820622
"11932_10",0.991387611525
"4151_10",0.839388472231
"7265_1",0.0
"10272_7",1.0
"4256_4",0.204472170069
"1225_7",0.809666151893
"956_10",0.860378967114
"6389_2",0.0
"1365_4",0.0
"4752_7",0.687094396104
"276_10",1.0
"8766_9",0.468634982186
"11225_10",0.741008377073
"6920_1",0.0
"11536_1",0.0
"1923_9",0.945430222876
"11460_10",0.578477635653
"10054_7",0.747625094741
"10845_1",0.0
"10231_4",0.416256359633
"9430_8",0.57364004546
"3226_2",0.0
"4298_3",0.469935910899
"10635_4",0.156533593371
"10567_4",0.133572116311
"5460_10",0.893086975186
"7310_7",0.367159135335
"10330_2",0.0
"5151_9",0.876346346048
"11_3",0.899031210221
"1448_8",0.583459912577
"10130_8",0.700335067653
"2199_3",0.0
"1761_10",0.959217617392
"2782_1",0.0
"7618_10",1.0
"85_10",0.806832363099
"5730_3",0.160155458142
"3641_1",0.412191884157
"8190_9",1.0
"9533_10",1.0
"9508_1",0.0
"237_8",1.0
"3981_7",0.584777718442
"7194_9",0.760726302593
"10584_8",0.415675010151
"248_2",0.0
"8358_4",0.0347709836104
"1218_1",0.0
"4191_10",0.105257971814
"3090_8",0.795543210431
"11923_2",0.153137965599
"1640_8",0.635636384041
"9972_3",0.117161274265
"11818_4",0.403018965021
"4350_10",0.922973921031
"877_10",0.468723995484
"10017_8",0.828756277968
"7975_10",1.0
"8436_1",0.0501336825933
"6024_7",0.800707472302
"3112_1",0.0
"951_10",0.885788822146
"1622_1",0.0
"191_3",0.411415415872
"5669_1",0.0
